"Payment ID","Payment Date","IO Type","Sender Amt ($)","Payment Rail","Customer Type","LIC","Sender Name","Sender Account #","Receiver Name","Receiver Account #","Status","STP?","Creation Date Time (EST)"
286119,"2025-06-26 00:00:00","OUT",25.72,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CONS-ENTITY","11338822","PROCESSED","STP_YES","06/26/2025 04:51:56"
286120,"2025-06-26 00:00:00","OUT",456.77,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001004","PROCESSED","STP_YES","06/26/2025 04:54:03"
286122,"2025-06-26 00:00:00","OUT",35.19,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Automation Downstream Partner","9901020008","PROCESSED","STP_YES","06/26/2025 04:55:53"
286124,"2025-06-26 00:00:00","OUT",88.01,"FEDWIRE","Corporate","CTRC","AUTOMATION-BLOCK-PAYMENT","741852964","DO NOT TOUCH","7418529333","PROCESSED","STP_NO","06/26/2025 04:59:32"
286125,"2025-06-26 00:00:00","OUT",34.78,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_NO","06/26/2025 04:59:47"
286126,"2025-06-26 00:00:00","IN",123.32,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9870001004","PROCESSED","STP_YES","06/26/2025 05:02:22"
286127,"2025-06-26 00:00:00","IN",35.19,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Automation Downstream Partner","9901020008","PROCESSED","STP_YES","06/26/2025 05:02:57"
286128,"2025-06-26 00:00:00","OUT",23.76,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CONS-ENTITY","11338822","PROCESSED","STP_YES","06/26/2025 05:05:01"
286130,"2025-06-26 00:00:00","OUT",8.8,"FEDNOW","Corporate",,"Feddex","112233","United Beneficiary","110088","PROCESSED","STP_YES","06/26/2025 05:09:16"
286131,"2025-06-26 00:00:00","OUT",9.9,"FEDNOW","Corporate",,"Feddex","112233","United Beneficiary","110088","PROCESSED","STP_YES","06/26/2025 05:10:11"
286136,"2025-06-26 00:00:00","IN",8.8,"FEDNOW","Corporate",,"Feddex","112233","CRM User","110088","PROCESSED","STP_YES","06/26/2025 05:11:54"
286137,"2025-06-26 00:00:00","IN",9.9,"FEDNOW","Corporate",,"Feddex","112233","CRM User","110088","PROCESSED","STP_YES","06/26/2025 05:13:11"
286138,"2025-06-26 00:00:00","OUT",40.21,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001006","RETURNED","STP_YES","06/26/2025 05:13:26"
286139,"2025-06-26 00:00:00","OUT",16.37,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Automation Downstream Partner","9901020008","PROCESSED","STP_YES","06/26/2025 05:15:59"
286140,"2025-06-26 00:00:00","OUT",47.59,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Automation Downstream Partner","9901020008","PROCESSED","STP_YES","06/26/2025 05:16:15"
286142,"2025-06-26 00:00:00","IN",40.21,"FEDWIRE","Consumer","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001006","RETURNED","STP_YES","06/26/2025 05:19:59"
286144,"2025-06-26 00:00:00","OUT",12.31,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-DECEASED-LEGAL-ENTITY","113338","PROCESSED","STP_YES","06/26/2025 05:21:42"
286145,"2025-06-26 00:00:00","IN",16.37,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Automation Downstream Partner","9901020008","RETURN_INITIATED","STP_YES","06/26/2025 05:22:18"
286147,"2025-06-26 00:00:00","IN",47.59,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Automation Downstream Partner","9901020008","PROCESSED","STP_YES","06/26/2025 05:22:31"
286148,"2025-06-26 00:00:00","OUT",22.37,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001006","RETURN_INITIATED","STP_YES","06/26/2025 05:23:11"
286149,"2025-06-26 00:00:00","OUT",44.38,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","Automation Beneficiary","14702333","PROCESSED","STP_YES","06/26/2025 05:24:35"
286151,"2025-06-26 00:00:00","OUT",40.21,"FEDWIRE","Consumer","CTRC","AUTOMATION-CONS-ENTITY","9870001006","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","06/26/2025 05:29:51"
286152,"2025-06-26 00:00:00","IN",22.37,"FEDWIRE","Consumer","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001006","PROCESSED","STP_YES","06/26/2025 05:29:59"
286154,"2025-06-26 00:00:00","OUT",34.78,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_NO","06/26/2025 05:34:42"
286155,"2025-06-26 00:00:00","OUT",34.41,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Automation Downstream Partner","9901020008","PROCESSED","STP_YES","06/26/2025 05:35:13"
286156,"2025-06-26 00:00:00","OUT",29.95,"FEDWIRE","Processing Org","BTRC","Fedwire Settlement In Progress","22222221",,"","PROCESSED","STP_YES","06/26/2025 05:35:25"
286160,"2025-06-26 00:00:00","OUT",88.01,"FEDWIRE","Corporate","CTRC","AUTOMATION-BLOCK-PAYMENT","741852964","DO NOT TOUCH","7418529333","PROCESSED","STP_NO","06/26/2025 05:40:44"
286162,"2025-06-26 00:00:00","IN",29.95,"FEDWIRE","Processing Org","BTRC","Fedwire Settlement In Progress","22222221","Settlement (FED)","100000002","PROCESSED","STP_YES","06/26/2025 05:41:40"
286165,"2025-06-26 00:00:00","IN",34.41,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Automation Downstream Partner","9901020008","RETURN_INITIATED","STP_YES","06/26/2025 05:42:03"
286166,"2025-06-26 00:00:00","OUT",44.48,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","Automation Beneficiary","14702333","PROCESSED","STP_YES","06/26/2025 05:42:19"
286169,"2025-06-26 00:00:00","OUT",17.33,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001006","RETURN_INITIATED","STP_YES","06/26/2025 05:48:00"
286171,"2025-06-26 00:00:00","OUT",34.78,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_NO","06/26/2025 05:50:53"
286175,"2025-06-26 00:00:00","OUT",65,"FEDWIRE","Consumer","CTRC","SteveePay","9870001002","Adam","7890001230","RETURNED","STP_YES","06/26/2025 05:52:48"
286179,"2025-06-26 00:00:00","IN",17.33,"FEDWIRE","Consumer","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001006","PROCESSED","STP_YES","06/26/2025 05:54:49"
286180,"2025-06-26 00:00:00","OUT",26.73,"FEDWIRE","Processing Org","BTRC","Fedwire Settlement In Progress","22222221",,"","RETURN_INITIATED","STP_YES","06/26/2025 05:55:10"
286186,"2025-06-26 00:00:00","OUT",39.91,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-DECEASED-LEGAL-ENTITY","113338","PROCESSED","STP_YES","06/26/2025 05:59:50"
286187,"2025-06-26 00:00:00","IN",26.73,"FEDWIRE","Processing Org","BTRC","Fedwire Settlement In Progress","22222221","Settlement (FED)","100000002","PROCESSED","STP_YES","06/26/2025 06:01:01"
286188,"2025-06-26 00:00:00","OUT",20.02,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001006","RETURNED","STP_YES","06/26/2025 06:01:24"
286189,"2025-06-26 00:00:00","IN",45,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9870001004","PROCESSED","STP_YES","06/26/2025 06:05:45"
286190,"2025-06-26 00:00:00","IN",39.91,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CORP-ENTITY","9870001004","PROCESSED","STP_NO","06/26/2025 06:06:16"
286191,"2025-06-26 00:00:00","IN",20.02,"FEDWIRE","Consumer","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001006","RETURNED","STP_YES","06/26/2025 06:08:16"
286192,"2025-06-26 00:00:00","OUT",19.76,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CONS-ENTITY","11338822","RETURNED","STP_YES","06/26/2025 06:09:44"
286193,"2025-06-26 00:00:00","OUT",34.46,"FEDWIRE","Processing Org","BTRC","Fedwire Settlement In Progress","22222221",,"","RETURN_INITIATED","STP_YES","06/26/2025 06:16:19"
286194,"2025-06-26 00:00:00","IN",19.76,"FEDWIRE","Consumer","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CONS-ENTITY","11338822","RETURNED","STP_NO","06/26/2025 06:16:25"
286195,"2025-06-26 00:00:00","IN",44.1,"ACH","Corporate",,"SakshiD",,"Greenleaf DSP3","9901020001","PROCESSED","STP_YES","06/26/2025 06:16:42"
286196,"2025-06-26 00:00:00","IN",33.1,"ACH","Corporate",,"SakshiD","9901020001","Greenleaf DSP3","9901020001","PROCESSED","STP_YES","06/26/2025 06:16:42"
286197,"2025-06-26 00:00:00","IN",50.1,"ACH","Corporate",,"SakshiD",,"Greenleaf DSP3","9901020001","PROCESSED","STP_YES","06/26/2025 06:16:42"
286198,"2025-06-26 00:00:00","IN",20.1,"ACH","Corporate",,"SakshiD",,"Greenleaf DSP3","9901020001","PROCESSED","STP_NO","06/26/2025 06:16:42"
286199,"2025-06-26 00:00:00","IN",50.1,"ACH","Corporate",,"SakshiD","9901020001","Greenleaf DSP3","9901020001","PROCESSED","STP_NO","06/26/2025 06:16:42"
286202,"2025-06-26 00:00:00","OUT",20.02,"FEDWIRE","Consumer","CTRC","AUTOMATION-CONS-ENTITY","9870001006","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","06/26/2025 06:18:52"
286203,"2025-06-26 00:00:00","OUT",22.33,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Automation Downstream Partner","9901020008","PROCESSED","STP_YES","06/26/2025 06:20:26"
286204,"2025-06-26 00:00:00","OUT",34.78,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_NO","06/26/2025 06:20:37"
286205,"2025-06-26 00:00:00","OUT",19.76,"FEDWIRE","Consumer","CTRC","AUTOMATION-CONS-ENTITY","11338822","AUTOMATION-CORP-ENTITY","9870001004","PROCESSED","STP_YES","06/26/2025 06:22:09"
286206,"2025-06-26 00:00:00","IN",34.46,"FEDWIRE","Processing Org","BTRC","Fedwire Settlement In Progress","22222221","Settlement (FED)","100000002","PROCESSED","STP_YES","06/26/2025 06:22:50"
286208,"2025-06-26 00:00:00","IN",30.22,"ACH","Corporate",,"SakshiD",,"Greenleaf DSP3","7890001238","PROCESSED","STP_NO","06/26/2025 06:22:57"
286216,"2025-06-26 00:00:00","IN",22.33,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Automation Downstream Partner","9901020008","RETURN_INITIATED","STP_YES","06/26/2025 06:27:03"
286218,"2025-06-26 00:00:00","IN",33.1,"ACH","Corporate",,"SakshiD","9901020001","Greenleaf DSP3","9901020001","PROCESSED","STP_YES","06/26/2025 06:27:58"
286225,"2025-06-26 00:00:00","OUT",31.23,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-DECEASED-LEGAL-ENTITY","113338","PROCESSED","STP_YES","06/26/2025 06:32:04"
286232,"2025-06-26 00:00:00","OUT",33.18,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Automation Downstream Partner","9901020008","RETURNED","STP_YES","06/26/2025 06:37:21"
286233,"2025-06-26 00:00:00","IN",31.23,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CORP-ENTITY","9870001004","PROCESSED","STP_NO","06/26/2025 06:38:47"
286234,"2025-06-26 00:00:00","OUT",34.61,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","06/26/2025 06:38:58"
286236,"2025-06-26 00:00:00","IN",26771.78,"RTP","Corporate",,"MRS. GREEN","US88664715164441","CRM User","110088","PROCESSED","STP_YES","06/26/2025 06:41:00"
286239,"2025-06-26 00:00:00","OUT",40.45,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001006","RETURNED","STP_YES","06/26/2025 06:41:46"
286241,"2025-06-26 00:00:00","IN",79475.72,"RTP","Corporate",,"MRS. GREEN","US88664715164441","CRM User","110088","PROCESSED","STP_YES","06/26/2025 06:43:00"
286242,"2025-06-26 00:00:00","IN",33.18,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Automation Downstream Partner","9901020008","RETURNED","STP_YES","06/26/2025 06:44:09"
286243,"2025-06-26 00:00:00","IN",34.61,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","06/26/2025 06:45:17"
286244,"2025-06-26 00:00:00","OUT",21.11,"SWIFT","Consumer",,"Steve","7890001236","Nithya","9876540321","PROCESSED","STP_YES","06/26/2025 06:46:05"
286245,"2025-06-26 00:00:00","IN",36339.68,"RTP","Corporate",,"MRS. GREEN","US88664715164441","CRM User","110088","PROCESSED","STP_YES","06/26/2025 06:46:20"
286246,"2025-06-26 00:00:00","OUT",31.39,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-DECEASED-LEGAL-ENTITY","113338","PROCESSED","STP_YES","06/26/2025 06:46:42"
286247,"2025-06-26 00:00:00","IN",40.45,"FEDWIRE","Consumer","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001006","RETURNED","STP_YES","06/26/2025 06:48:05"
286248,"2025-06-26 00:00:00","IN",24566.95,"RTP","Corporate",,"MRS. GREEN","US88664715164441","CRM User","110088","PROCESSED","STP_YES","06/26/2025 06:48:40"
286249,"2025-06-26 00:00:00","IN",123.53,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9870001004","PROCESSED","STP_YES","06/26/2025 06:50:24"
286250,"2025-06-26 00:00:00","OUT",34.78,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_NO","06/26/2025 06:50:52"
286251,"2025-06-26 00:00:00","OUT",33.18,"FEDWIRE","Corporate","CTRC","Automation Downstream Partner","9901020008","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","06/26/2025 06:52:29"
286252,"2025-06-26 00:00:00","OUT",111.09,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CORP-ENTITY","9870001004","PROCESSED","STP_YES","06/26/2025 06:53:00"
286253,"2025-06-26 00:00:00","IN",111.09,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CORP-ENTITY","9870001004","PROCESSED","STP_YES","06/26/2025 06:53:33"
286255,"2025-06-26 00:00:00","OUT",40.45,"FEDWIRE","Consumer","CTRC","AUTOMATION-CONS-ENTITY","9870001006","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","06/26/2025 06:57:30"
286258,"2025-06-26 00:00:00","IN",40.45,"FEDWIRE","Corporate","CTRC","AUTOMATION-CONS-ENTITY","9870001006","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","06/26/2025 07:03:47"
286259,"2025-06-26 00:00:00","OUT",21.49,"FEDWIRE","Processing Org","BTRC","Fedwire Settlement In Progress","22222221",,"","RETURN_INITIATED","STP_YES","06/26/2025 07:05:07"
286260,"2025-06-26 00:00:00","IN",10,"ACH","Consumer",,"SakshiD","9901020001","Steve","7890001222","PROCESSED","STP_NO","06/26/2025 07:05:40"
286261,"2025-06-26 00:00:00","IN",11,"ACH","Consumer",,"SakshiD",,"Steve","7890001222","PROCESSED","STP_NO","06/26/2025 07:05:40"
286262,"2025-06-26 00:00:00","IN",21.49,"FEDWIRE","Processing Org","BTRC","Fedwire Settlement In Progress","22222221","Settlement (FED)","100000002","PROCESSED","STP_YES","06/26/2025 07:10:57"
286263,"2025-06-26 00:00:00","OUT",34.62,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","06/26/2025 07:12:36"
286265,"2025-06-26 00:00:00","IN",34.62,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","06/26/2025 07:19:22"
286266,"2025-06-26 00:00:00","IN",11,"ACH","Consumer",,"SakshiD",,"Steve","7890001222","PROCESSED","STP_NO","06/26/2025 07:22:46"
286267,"2025-06-26 00:00:00","IN",10,"ACH","Consumer",,"SakshiD","9901020001","Steve","7890001222","PROCESSED","STP_NO","06/26/2025 07:22:46"
286268,"2025-06-26 00:00:00","OUT",34.78,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_NO","06/26/2025 07:25:56"
286271,"2025-06-26 00:00:00","IN",30.22,"ACH","Corporate",,"SakshiD",,"Greenleaf DSP3","7890001238","RETURN_ACCEPTED","STP_NO","06/26/2025 07:38:58"
286272,"2025-06-26 00:00:00","IN",30.23,"ACH","Corporate",,"SakshiD","7890001238","Greenleaf DSP3","7890001238","PROCESSED","STP_YES","06/26/2025 07:38:58"
286273,"2025-06-26 00:00:00","OUT",10.13,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-DECEASED-LEGAL-ENTITY","113338","PROCESSED","STP_YES","06/26/2025 07:41:05"
286276,"2025-06-26 00:00:00","OUT",21.11,"SWIFT","Consumer",,"Steve","7890001236","Shishui Minamoto","9876540321","PROCESSED","STP_YES","06/26/2025 07:50:28"
286277,"2025-06-26 00:00:00","OUT",41.55,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001006","RETURN_INITIATED","STP_YES","06/26/2025 07:51:57"
286279,"2025-06-26 00:00:00","IN",11,"ACH","Consumer",,"SakshiD",,"Steve","7890001222","RETURN_ACCEPTED","STP_NO","06/26/2025 07:54:14"
286281,"2025-06-26 00:00:00","IN",41.55,"FEDWIRE","Consumer","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001006","RETURN_INITIATED","STP_YES","06/26/2025 07:58:23"
286300,"2025-06-26 00:00:00","OUT",20.77,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CONS-ENTITY","11338822","PROCESSED","STP_YES","06/26/2025 08:04:39"
286301,"2025-06-26 00:00:00","IN",30.22,"ACH","Corporate",,"SakshiD",,"Greenleaf DSP3","7890001238","PROCESSED","STP_YES","06/26/2025 08:04:41"
286302,"2025-06-26 00:00:00","IN",30.23,"ACH","Corporate",,"SakshiD","7890001238","Greenleaf DSP3","7890001238","RETURN_ACCEPTED","STP_NO","06/26/2025 08:04:41"
286311,"2025-06-26 00:00:00","OUT",34,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CORP-ENTITY","9870001020","PROCESSED","STP_YES","06/26/2025 08:18:28"
286313,"2025-06-26 00:00:00","OUT",26.18,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-DECEASED-LEGAL-ENTITY","113338","PROCESSED","STP_YES","06/26/2025 08:19:07"
286315,"2025-06-26 00:00:00","OUT",27.04,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001006","RETURNED","STP_YES","06/26/2025 08:20:56"
286316,"2025-06-26 00:00:00","OUT",20.78,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CONS-ENTITY","11338822","PROCESSED","STP_YES","06/26/2025 08:22:09"
286317,"2025-06-26 00:00:00","OUT",20.78,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CONS-ENTITY","11338822","PROCESSED","STP_NO","06/26/2025 08:22:12"
286321,"2025-06-26 00:00:00","IN",27.04,"FEDWIRE","Consumer","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001006","RETURNED","STP_YES","06/26/2025 08:27:48"
286324,"2025-06-26 00:00:00","OUT",27.78,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CONS-ENTITY","11338822","PROCESSED","STP_YES","06/26/2025 08:31:01"
286330,"2025-06-26 00:00:00","OUT",12,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001005","Automation Beneficiary","14702333","PROCESSED","STP_NO","06/26/2025 08:33:22"
286332,"2025-06-26 00:00:00","OUT",12,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001005","Automation Beneficiary","14702333","PROCESSED","STP_NO","06/26/2025 08:37:36"
286334,"2025-06-26 00:00:00","OUT",64,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","Jamy Hands","24680","PROCESSED","STP_NO","06/26/2025 04:37:56"
286335,"2025-06-26 00:00:00","OUT",27.04,"FEDWIRE","Consumer","CTRC","AUTOMATION-CONS-ENTITY","9870001006","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","06/26/2025 08:38:02"
286343,"2025-06-26 00:00:00","OUT",35.05,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001006","RETURNED","STP_YES","06/26/2025 09:08:50"
286348,"2025-06-26 00:00:00","IN",35.05,"FEDWIRE","Consumer","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001006","RETURNED","STP_YES","06/26/2025 09:15:26"
286349,"2025-06-26 00:00:00","IN",99,"FEDWIRE",,"CTRC","TEST","112277","JOSH","112526","RETURNED","STP_NO","06/26/2025 09:16:06"
286350,"2025-06-26 00:00:00","OUT",74,"FEDWIRE",,"CTRC","JOSH","112526","TEST","112277","PROCESSED","STP_YES","06/26/2025 09:18:07"
286351,"2025-06-26 00:00:00","OUT",28.37,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-DECEASED-LEGAL-ENTITY","113338","PROCESSED","STP_YES","06/26/2025 09:19:36"
286353,"2025-06-26 00:00:00","OUT",17,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CONS-ENTITY","11338822","PROCESSED","STP_YES","06/26/2025 09:22:41"
286354,"2025-06-26 00:00:00","OUT",120.35,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CORP-ENTITY","9870001004","PROCESSED","STP_YES","06/26/2025 09:23:03"
286355,"2025-06-26 00:00:00","IN",120.35,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CORP-ENTITY","9870001004","RETURN_INITIATED","STP_YES","06/26/2025 09:23:38"
286356,"2025-06-26 00:00:00","IN",17,"FEDWIRE","Consumer","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CONS-ENTITY","11338822","RETURN_INITIATED","STP_NO","06/26/2025 09:23:58"
286358,"2025-06-26 00:00:00","OUT",35.05,"FEDWIRE","Consumer","CTRC","AUTOMATION-CONS-ENTITY","9870001006","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","06/26/2025 09:25:16"
286361,"2025-06-26 00:00:00","OUT",79.34,"FEDWIRE","Corporate","CTRC","10012 Holding Inc","11338824","Jamy Hands","24680","PROCESSED","STP_YES","06/26/2025 09:33:12"
286362,"2025-06-26 00:00:00","OUT",18.23,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CONS-ENTITY","11338822","RETURNED","STP_YES","06/26/2025 09:34:05"
286363,"2025-06-26 00:00:00","OUT",28.11,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020011","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_NO","06/26/2025 09:37:15"
286364,"2025-06-26 00:00:00","OUT",17.16,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001006","RETURNED","STP_YES","06/26/2025 09:37:25"
286365,"2025-06-26 00:00:00","IN",11,"ACH","Consumer",,"SakshiD",,"Steve","7890001222","PROCESSED","STP_NO","06/26/2025 09:37:47"
286366,"2025-06-26 00:00:00","IN",10,"ACH","Consumer",,"SakshiD","9901020001","Steve","7890001222","RETURN_ACCEPTED","STP_NO","06/26/2025 09:37:47"
286367,"2025-06-26 00:00:00","IN",18.23,"FEDWIRE","Consumer","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CONS-ENTITY","11338822","RETURNED","STP_NO","06/26/2025 09:40:31"
286369,"2025-06-26 00:00:00","IN",17.16,"FEDWIRE","Consumer","CTRC","AUTOMATION-CORP-ENTITY","9901020020","AUTOMATION-CONS-ENTITY","9870001006","RETURNED","STP_YES","06/26/2025 09:44:19"
286370,"2025-06-26 00:00:00","OUT",18.23,"FEDWIRE","Consumer","CTRC","AUTOMATION-CONS-ENTITY","11338822","AUTOMATION-CORP-ENTITY","9870001004","PROCESSED","STP_YES","06/26/2025 09:44:54"
286373,"2025-06-26 00:00:00","OUT",28.11,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020011","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_NO","06/26/2025 09:47:29"
286374,"2025-06-26 00:00:00","OUT",15,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001004","AUTOMATION-CONS-ENTITY","11338822","PROCESSED","STP_YES","06/26/2025 09:50:30"
286375,"2025-06-26 00:00:00","OUT",10000.34,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020011","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_NO","06/26/2025 09:50:55"
